name,latitude,longitude,district,neighborhood,district_id,neighborhood_id,bakery_type,is_chain,brand_name,street,house_number,postal_code,opening_hours,website,data_source,source_ids
Der Bäcker Feihl,52.5105365,13.4924115,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,Buchberger Straße,5,10365,Mo-Sa 07:00-18:30,,OSM,node/4739039885
Sofra,52.4853532,13.4261456,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/4741998241
Ditsch,52.5073299,13.283206,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,Ditsch,Neue Kantstraße,16,14057,"Mo-Fr 05:00-20:00; Sa,Su 08:00-20:00",https://www.ditsch.de/,OSM,node/4747432224
Anjoy Pastry,52.5234571,13.4107782,Mitte,Mitte,mitte,mitte,artisanal,False,,Karl-Liebknecht-Straße,23,10178,Mo-Sa 12:00-19:00; Su off,,OSM,node/4752552106
Ditsch,52.4796574,13.3523137,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,chain,True,Ditsch,Dominicusstraße/Sachsendamm,,10827,Mo-Fr 05:00-20:00; Sa 10:00-16:00,,OSM,node/4767006125
Leutemanns,52.5310589,13.4330977,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Bötzowstraße,23,10407,"Mo-Fr 09:00-20:00; Sa-Su,PH 10:00-18:00",,OSM,node/4778391931
Der Bäcker Feihl,52.5604748,13.5505581,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,artisanal,False,,Wolfener Straße,29,12681,,,OSM,node/4781371187
denns Biomarkt,52.5486761,13.3889758,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,Mo-Su 08:00-22:00,,OSM,node/4791546521
Cafe Obergfell,52.3877781,13.4096933,Tempelhof-Schöneberg,Lichtenrade,tempelhof-schöneberg,lichtenrade,artisanal,False,,Alt-Lichtenrade,140,,Mo-Sa 05:00-18:30; Su 07:00-18:30; PH open,,OSM,node/4792258871
Wollank Bäckerei & Café,52.5686684,13.3993806,Pankow,Pankow,pankow,pankow,artisanal,False,,Wollankstraße,2a,13187,Mo-Fr 06:00-18:00; Sa 07:00-12:00,,OSM,node/4807801470
Wiedemann,52.5337814,13.195954,Spandau,Spandau,spandau,spandau,artisanal,False,,,,,Mo-Sa 08:00-20:00,,OSM,node/4816206583
Lunch Company,52.4336439,13.5379451,Treptow-Köpenick,Adlershof,treptow-köpenick,adlershof,artisanal,False,,,,,"Mo-Fr 06:00-16:00; Sa,Su off",,OSM,node/4821450687
Backwerk,52.5698849,13.4042046,Pankow,Pankow,pankow,pankow,chain,True,BackWerk,,,,Mo-Fr 06:30-20:00; Sa 07:30-20:00,,OSM,node/4834609466
Steinecke,52.533538,13.4569432,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Steinecke,,,,Mo-Sa 07:00-20:00,,OSM,node/4862561441
Steinecke,52.5557835,13.5587138,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,chain,True,Steinecke,Mehrower Allee,20,12687,Mo-Sa 07:00-20:00,,OSM,node/4868088441
Berat Bäckerei,52.5528119,13.3788403,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Badstraße,45,,24/7,,OSM,node/4877987621
Bäckerei Schneller,52.5105648,13.3963957,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,Mo-Fr 06:30-18:00; Sa 07:00-13:00,,OSM,node/4885579521
Imbiss HIT,52.5527184,13.3807098,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,,,OSM,node/4899206821
Antepliogullari,52.5514913,13.3827063,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Badstraße,57,,"Mo-Sa 10:00-21:00; Su,PH 11:00-21:00",http://www.antepliogullari.de/,OSM,node/4899394021
Backshop,52.5714172,13.3796707,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,chain,True,Femo,,,,Mo-Su 04:15-12:00,,OSM,node/4908694234
Glückliche Bäckerei,52.5700295,13.3796685,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,chain,True,Ebubekir Bulut,,,,"Mo-Fr 04:30-18:30, Sa 05:00-16:00, Su 07:00-16:00",https://glückliche-bäckerei.de/,OSM,node/4908694241
Bäcker Lecker,52.4921564,13.4588022,Treptow-Köpenick,Alt-Treptow,treptow-köpenick,alt-treptow,artisanal,False,,,,,"Mo-Fr 05:30-20:00, Sa 06:00-20:00, Su 07:00-18:30, PH 08:00-17:00",,OSM,node/4912454279
Bäckerei Steinecke,52.6180931,13.3080501,Reinickendorf,Hermsdorf,reinickendorf,hermsdorf,artisanal,False,,,,,Mo-Fr 06:30-18:00; Su 07:00-10:30; Sa 07:00-16:00,,OSM,node/4916891086
Thoben's Backwaren,52.597276,13.3546732,Reinickendorf,Märkisches Viertel,reinickendorf,märkisches_viertel,artisanal,False,,Wilhelmsruher Damm,130,13439,Mo-Sa 07:00-20:00; Su 08:00-16:30,,OSM,node/4918144521
Graunback,52.5432569,13.3991185,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,"Mo-Fr 06:00-18:00; Sa,Su 07:00-17:00",,OSM,node/4931617824
Steinecke,52.5136704,13.4060328,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,Fischerinsel,12,10179,Mo-Sa 07:00-21:00,,OSM,node/4945745208
Sironi,52.5022858,13.4316238,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Eisenbahnstraße,42-43,10997,,,OSM,node/4948143722
Family Bäckerei,52.4363765,13.2735507,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,artisanal,False,,,,,Mo-Sa 06:00-17:00; Su 07:00-17:00,,OSM,node/4950266746
Czerr,52.4868593,13.3276384,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Berliner Straße,19,10715,Mo-Fr 06:30-18:00; Sa 07:00-13:00; Su 08:00-12:00,,OSM,node/4951315354
Ditsch,52.5336203,13.1979486,Spandau,Spandau,spandau,spandau,chain,True,Ditsch,,,,Mo-Sa 09:00-21:00,,OSM,node/4957137309
Miras Bäckerei,52.5569979,13.3334946,Mitte,Wedding,mitte,wedding,artisanal,False,,Manga-Bell-Platz,22,,"Mo-Fr 07:00-18:00; Sa,Su 07:00-13:00",,OSM,node/4964049302
Gümüs,52.48756,13.35799,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Hauptstraße,148,10827,,http://www.gumusbaeckerei.com/,OSM,node/4967641126
Tole's Backshop,52.4997225,13.3428888,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Welserstraße,30,10777,Mo-Fr 06:00-18:00; Sa 07:00-16:00; Su 08:00-14:00,,OSM,node/4978786544
Backbaron,52.5068345,13.3329188,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/4984738197
Aux Merveilleux de Fred,52.4990774,13.3131662,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Olivaer Platz,2,10707,Mo-Su 08:00-18:00,,OSM,node/4995415655
100 Brote,52.5327223,13.4297306,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Hufelandstraße,2,10407,Mo-Sa 08:00-18:00; Su 09:00-18:00,,OSM,node/5001628774
Steinecke,52.5332408,13.4344648,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Steinecke,,,,Mo-Sa 07:00-20:00,https://www.steinecke.info/,OSM,node/5001644841
Back König,52.5957662,13.333392,Reinickendorf,Wittenau,reinickendorf,wittenau,chain,True,Back König GmbH,,,,,,OSM,node/5031139883
Atas Profi Back,52.5968484,13.3543022,Reinickendorf,Märkisches Viertel,reinickendorf,märkisches_viertel,chain,True,Back König GmbH,,,,Mo-Fr 04:30-20:00; Sa 05:30-20:00; Su 06:30-14:00,,OSM,node/5031148262
Bäckerei 15,52.5480418,13.4275889,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,Mo-Fr 09:00-18:00; Sa 09:00-16:00,,OSM,node/5045475385
LPG Backshop,52.5327171,13.4135999,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,Mo-Sa 07:00-21:00,,OSM,node/5046270193
Bäckerei Konradshöhe,52.5850121,13.2268239,Reinickendorf,Konradshöhe,reinickendorf,konradshöhe,artisanal,False,,Falkenplatz,5,13505,Tu-So 07:00-12:00,,OSM,node/5047369167
Star-Back,52.5264747,13.350749,Mitte,Moabit,mitte,moabit,artisanal,False,,,,,,,OSM,node/5053480962
Bäckerei Steinecke,52.4346632,13.5310701,Treptow-Köpenick,Adlershof,treptow-köpenick,adlershof,chain,True,Steinecke,Groß-Berliner Damm,149,12489,Mo-Tu 06:00-13:00; We-Fr 06:00-18:00; Sa 07:00-11:00; Su off,,OSM,node/5053950405
Le Crobag,52.5363458,13.605535,Marzahn-Hellersdorf,Hellersdorf,marzahn-hellersdorf,hellersdorf,chain,True,Le Crobag,,,,Mo-Fr 04:00-20:00; Sa 04:00-17:00; Su 05:00-16:00,,OSM,node/5060341822
Tiepolo Spätkauf und Bäckerei,52.5461266,13.3983005,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Gleimstraße,7,13355,"Mo 07:30-24:00; Tu-Sa 00:00-01:00,07:30-24:00; Su 00:00-01:00,11:00-24:00",,OSM,node/5064174322
Thoben,52.4851551,13.3548556,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Hauptstraße,137-138,10827,Mo-Sa 06:00-18:00; Su 08:00-17:00,,OSM,node/5103253623
c'est la vie,52.5118555,13.4588387,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Gabriel-Max-Straße,13,10245,We-Mo 12:00-18:00; Tu off,,OSM,node/5105174122
Bäckerei Schnell,52.5484373,13.4525487,Pankow,Weißensee,pankow,weißensee,artisanal,False,,Berliner Allee,48,13088,Mo-Sa 06:30-18:30; Su 07:00-18:00,http://www.schnell-ihr-baecker.de,OSM,node/5109099522
Crusty,52.5243481,13.449535,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Petersburger Straße,23,10249,Mo-Fr 05:30-18:30; Su 06:00-17:00; Sa 05:30-18:00,,OSM,node/5111326313
Meine Spreebäckerei,52.4563842,13.5110602,Treptow-Köpenick,Niederschöneweide,treptow-köpenick,niederschöneweide,artisanal,False,,,,,"Mo-Fr 06:00-19:00; Sa 06:30-15:00; Su,PH off",,OSM,node/5111970569
Steinecke,52.4853012,13.1828234,Spandau,Gatow,spandau,gatow,chain,True,Steinecke,,,,"Mo-Sa 06:00-19:00; Su,PH 07:01-11:00",,OSM,node/5113479649
Bäckerei Ergün,52.5428354,13.4231594,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,,,OSM,node/5146292107
Wiener Feinbäcker Heberer,52.5288227,13.4102624,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Wiener Feinbäcker Heberer,Torstraße,49,10119,Mo-Fr 06:00-19:00; Sa 08:00-18:00; Su 08:00-15:00,https://heberer.de/,OSM,node/5163897581
Thoben,52.5288416,13.1949588,Spandau,Wilhelmstadt,spandau,wilhelmstadt,artisanal,False,,,,,,,OSM,node/5191729404
Schäfer's,52.5092996,13.3898515,Mitte,Mitte,mitte,mitte,chain,True,Schäfer's,,,,"Mo-Fr 06:30-17:00; Sa,Su 08:00-16:30",,OSM,node/5198292860
Knusperback,52.5172247,13.1974433,Spandau,Wilhelmstadt,spandau,wilhelmstadt,artisanal,False,,,,,Mo-Fr 06:00-18:00; Sa 06:00-14:00; Su 08:00-14:00,,OSM,node/5198389966
Glienicker Bäckerei & Café,52.4394819,13.5663249,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,artisanal,False,,Glienicker Straße,35,12557,"Mo-Fr 06:00-18:00,Sa-Su 07:00-16:00",,OSM,node/5224049513
Sophie's Café & Backshop,52.5113011,13.2977767,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Bismarckstraße,67,,,,OSM,node/5233789076
Teich-Bäckerei,52.5678434,13.3463243,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,Teichstraße,30,13407,"Mo-Fr 06:00-17:00, Sa 06:00-12:00, Su 08:00-12:00",,OSM,node/5241532519
Engelchen,52.5700733,13.3515882,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,"Mo-Fr 06:00-14:00; Sa,Su 08:00-14:00",,OSM,node/5244459984
Backshop ilay,52.5704493,13.35701,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,Mo-Fr 07:00-18:00,,OSM,node/5252696114
Backgeheimnis,52.5572769,13.3734302,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,,,OSM,node/5257750955
Bäckerei Rösler,52.5127962,13.1963538,Spandau,Wilhelmstadt,spandau,wilhelmstadt,artisanal,False,,,,,Mo-Sa 06:00-20:00; Su 07:00-16:00,,OSM,node/5289857025
Junge,52.450579,13.3406029,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,Junge,,,,"Sa,Su 07:00-18:00; Mo-Fr 07:00-18:30",,OSM,node/5295740244
BlackBakery,52.5009919,13.3399459,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,,,OSM,node/5299558613
Toprak Edlib Bäckerei,52.4869356,13.4272604,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Sonnenallee,16,12047,,,OSM,node/5313840256
Elit Simit,52.4786673,13.4379672,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/5324065567
Steinecke,52.5507211,13.4101449,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Steinecke,Schivelbeiner Straße,38,,Mo-Sa 07:00-20:00,,OSM,node/5324520345
Das Brot der frühen Jahre,52.4732729,13.4479283,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Zwiestädter Straße,10,12055,,,OSM,node/5324729970
The Sanctuary,52.5531093,13.4033271,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,Mo-Fr 09:00-19:00; Sa-Su 10:00-19:00,https://thesanctuaryberlin.com/,OSM,node/5339162375
Stern Bäckerei & Konditorei,52.5659089,13.3787058,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Provinzstraße,34,13409,"Mo-Fr 06:00-18:00; Sa,Su 08:00-16:00",,OSM,node/5339216377
Zeit für Brot,52.5412291,13.4117452,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Zeit für Brot,Schönhauser Allee,144,10435,Mo-Sa 07:00-20:00; Su 08:00-20:00,https://zeitfuerbrot.com/,OSM,node/5345394346
Steinecke,52.5335215,13.3796725,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,Chausseestraße,38,10115,Mo-Fr 06:00-18:00; Sa 07:00-14:00,,OSM,node/5368793413
Brotquelle,52.508418,13.4598711,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,Mario Alberto Gonzalez LLano,Gärtnerstraße,2,10245,"Mo off; Tu-Fr 09:00-18:00; Sa,Su 09:00-16:00",,OSM,node/5404918245
tigertörtchen,52.5366938,13.3758167,Mitte,Mitte,mitte,mitte,chain,True,Tigertörtchen GmbH,Chausseestraße,60,10115,"Mo-Fr 08:00-18:00; Sa,Su 10:00-18:00",https://www.tigertoertchen.de/,OSM,node/5424534812
Paradiesbäckerei Oguz Kalyoncu,52.5442836,13.2276365,Spandau,Haselhorst,spandau,haselhorst,artisanal,False,,Grützmacherweg,8,,Mo-Fr 06:00-18:30; Sa 07:30-16:00; Su 08:00-15:00; PH 09:00-14:00,,OSM,node/5439641244
Pulvermühle Cafe,52.5471307,13.2255778,Spandau,Haselhorst,spandau,haselhorst,artisanal,False,,Romy-Schneider-Straße,19,,"Mo-Fr 06:30-20:00; Sa,Su 07:30-20:00",,OSM,node/5439641245
Coffee Time,52.4688869,13.3852238,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,chain,True,Kenan Boldaz,Tempelhofer Damm,122,12099,Mo-Fr 04:00-18:00; Sa 05:00-18:00; Su 07:00-18:00,,OSM,node/5440526353
Multi Backshop,52.5453948,13.4437428,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Greifswalder Straße,146,10409,,,OSM,node/5457152329
Der Bäcker Feihl,52.5611233,13.4224097,Pankow,Pankow,pankow,pankow,artisanal,False,,,,,Mo-Sa 07:00-18:00,,OSM,node/5471345773
Baking factory,52.5091372,13.302185,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Kaiser-Friedrich-Straße,66,10627,,,OSM,node/5480181394
Demirel,52.4984615,13.4464754,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Schlesische Straße,20,10997,,,OSM,node/5486308617
Bäckerei Dreißig,52.4550201,13.6254848,Treptow-Köpenick,Friedrichshagen,treptow-köpenick,friedrichshagen,chain,True,Dreißig,Bölschestraße,62,12587,Mo-Su 06:00-17:00,,OSM,node/5488945449
Kampus,52.4986032,13.4422338,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/5489585709
Café Rheinback,52.4666768,13.3298684,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,artisanal,False,,Rheinstraße,32,12161,"Mo-Fr 06:00-16:00; Sa,Su 07:00-16:00",,OSM,node/5536213388
Good Morning,52.6053093,13.3567338,Reinickendorf,Märkisches Viertel,reinickendorf,märkisches_viertel,artisanal,False,,Senftenberger Ring,46,13435,"Mo-Fr 06:30-17:30, Sa 06:30-12:30, Su 07:00-12:00",,OSM,node/5548762428
Bäckerei & Café Wins,52.5355903,13.4271652,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Winsstraße,29,10405,Mo-Fr 06:00-16:30; Sa-Su 07:00-14:00,,OSM,node/5559499132
Bäckerei Café,52.5355748,13.5053027,Lichtenberg,Alt-Hohenschönhausen,lichtenberg,alt-hohenschönhausen,artisanal,False,,,,,,,OSM,node/5565068906
Karadeniz Bäckerei,52.4689853,13.4355487,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,"Mo-Sa 06:00-18:00; Su,PH 07:00-18:00",,OSM,node/5565068912
Back Tempel,52.4673744,13.3851908,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,,,OSM,node/5587090714
Yaro - syrische Süß- und Backwaren-Spezialitäten,52.5698073,13.5668779,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,artisanal,False,,Havemannstraße,4a,12689,,https://qm-marzahnnordwest.de/kiezbericht/die-bewohnerinnen-der-gemeinschaftsunterkunft-wirds-freuen,OSM,node/5613523456
Gültat,52.5255509,13.3092344,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/5630437209
Steinecke,52.5232741,13.3875249,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,,,,Mo-Fr 06:30-18:00; Sa 07:00-14:00,,OSM,node/5632884670
Steinecke,52.5079413,13.392458,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,,,,Mo-Fr 06:30-18:00; Sa 07:00-13:00,,OSM,node/5633365943
Steinecke,52.5448117,13.4225629,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Steinecke,Stargarder Straße,56,,"Mo-Fr 06:30-18:00; Sa 06:30-16:00; Su 07:30-13:00; Jan 1,Dec 25-26 off; Dec 24,Dec 31 06:30-12:00",https://www.steinecke.info/,OSM,node/5633635290
Basac Café Bäckerei,52.4994711,13.4077406,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,Mo-Su 05:00-19:00,,OSM,node/5636503956
Bäckerei Wahl,52.4188768,13.5372099,Treptow-Köpenick,Altglienicke,treptow-köpenick,altglienicke,chain,True,Bäckerei Wahl,Köpenicker Straße,25-29,12524,Mo-Sa 07:00-20:00; Su 07:00-11:00,https://www.baeckerwahl.de/Filialen/Berlin-Sued/Altglienicke,OSM,node/5638236745
Ma Petite,52.5620061,13.3607424,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,Holländerstraße,13,,,,OSM,node/5650146528
Albatross,52.4913717,13.4167331,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Graefestraße,66,10967,"Nov-Feb: Mo-Su,PH 08:00-18:00; Mar-Oct: Mo-Su,PH 08:00-20:00",https://albatrossberlin.com/,OSM,node/5652524621
Untek,52.4993663,13.4397209,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Wrangelstraße,45,,,,OSM,node/5654285402
Bäckerei Thürmann,52.5644134,13.4208075,Pankow,Pankow,pankow,pankow,artisanal,False,,,,,Mo-Sa 07:00-19:00; Su 08:00-16:00,,OSM,node/5654614119
Brotback,52.4692231,13.3422456,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,Mo-Fr 06:00-19:00; Sa 06:00-18:00; Su 06:00-17:00,,OSM,node/5661619321
Bäckerbursche,52.5538397,13.152684,Spandau,Falkenhagener Feld,spandau,falkenhagener_feld,artisanal,False,,,,,Mo-Fr 06:00-17:00; Sa 06:00-13:00; Su 07:00-12:00,,OSM,node/5664531035
BackBaron,52.6360314,13.4918924,Pankow,Buch,pankow,buch,artisanal,False,,,,,"Mo-Su,PH 05:00-21:00",,OSM,node/5677902105
Bäckerstube & Frühstücks-Cafe,52.5518504,13.2096927,Spandau,Hakenfelde,spandau,hakenfelde,artisanal,False,,,,,,,OSM,node/5681315824
Der Bäcker Feihl,52.4813803,13.5256437,Lichtenberg,Karlshorst,lichtenberg,karlshorst,artisanal,False,,Treskowallee,113,10318,Mo-Sa 05:30-18:00; Su 07:00-17:00,,OSM,node/5692822439
Cevik Bäckerei,52.5480244,13.3491777,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,"PH,Su-Fr 13:00-23:00+",,OSM,node/5693005986
Wiedemann,52.5167215,13.3799998,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,Mo-Fr 07:00-18:00; Sa 08:30-18:00,,OSM,node/5715768001
Bäcker Wiedemann,52.5189416,13.388242,Mitte,Mitte,mitte,mitte,artisanal,False,,Friedrichstraße,149,10117,Mo-Fr 06:30-19:00; Sa 08:00-18:00; Su off,https://baecker-wiedemann.de/filialen/mitte-friedrich-carre,OSM,node/5715768009
Antep Baklava,52.4882463,13.3579333,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,,,OSM,node/5718697053
Hayal Bäckerei,52.4864464,13.3579145,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,,,OSM,node/5720120434
Backwerk,52.5141638,13.4748156,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,BackWerk,Frankfurter Allee,111A,10247,"Mo-Su,PH 05:00-20:00, Sa 06:00-20:00, Su 06:00-20:00",https://www.back-werk.de,OSM,node/5733987922
Schneeglöckchen,52.5778233,13.3330708,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,Ollenhauerstraße,69,13403,Mo-Fr 05:00-14:00; Sa-Su 07:00-13:00,,OSM,node/5737079895
Le Brot,52.4834569,13.4352366,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Fuldastraße,54,12043,"Mo-Fr 07:30-18:00; Sa 08:00-16:00; Su,PH 08:00-15:00",,OSM,node/5744857507
BäckerMann,52.4753606,13.3238264,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,artisanal,False,,Südwestkorso,9,12161,Mo-Fr 06:00-18:00; Su 08:00-17:00; Sa 06:00-17:00,https://www.baecker-mann.de/,OSM,node/5749818809
Dem Back,52.5166954,13.3096878,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,"Mo-Fr 05:00-18:00; Sa 07:00-14:00; Su,PH off",,OSM,node/5757079288
Lindner,52.5178712,13.3802677,Mitte,Mitte,mitte,mitte,artisanal,False,,Wilhelmstraße,68a,10117,Mo-Fr 07:30-19:00; Sa-Su closed,https://www.lindner-esskultur.de,OSM,node/5765887860
M&M Back,52.5389788,13.2053338,Spandau,Spandau,spandau,spandau,artisanal,False,,,,,Mo-Fr 05:00-19:00; Sa 05:00-18:00; Su 06:00-18:00,,OSM,node/5774792911
Thoben,52.537085,13.2058059,Spandau,Spandau,spandau,spandau,artisanal,False,,,,,,,OSM,node/5774792923
Backstube & Café,52.4795876,13.6006523,Marzahn-Hellersdorf,Mahlsdorf,marzahn-hellersdorf,mahlsdorf,artisanal,False,,Hultschiner Damm,51,12623,Mo-Sa 07:00-18:00; Su 08:00-18:00,,OSM,node/5794397995
Hofpfisterei,52.5105072,13.2700498,Charlottenburg-Wilmersdorf,Westend,charlottenburg-wilmersdorf,westend,chain,True,Hofpfisterei,,,,Mo-Fr 08:00-18:00; Sa 08:00-13:30,,OSM,node/5796921770
Nicolai,52.5359257,13.4227003,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Bäckerei & Konditorei Nicolai,Prenzlauer Allee,42,10405,"Mo-Fr 07:00-18:00; Sa,Su 08:00-18:00",,OSM,node/5809045553
Pibabu,52.4674595,13.4226926,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Emser Straße,78,12051,Mo-Sa 05:00-20:00,,OSM,node/5827905714
Steinecke,52.5412965,13.5650757,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,chain,True,Steinecke,Allee der Kosmonauten,196,12685,Mo-Sa 07:00-20:00; Su 07:00-11:00,,OSM,node/5835803810
Steinecke,52.4893953,13.3942173,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,chain,True,Steinecke,,,,,,OSM,node/5849339570
BioBackHaus,52.4892847,13.3952141,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,Mo-Sa 08:00-18:00,,OSM,node/5849339572
